# Simulation for trace KTH-SP2 started Tue Jun 30 18:17:22 CDT 2020
# [Machine] 
# SimpleMachine with 100 processors
# [Scheduler] 
# Priority Queue Scheduler
# Comparator: FIFOComparator
# [Allocator] 
# Simple Allocator

# Job 	Arrival	Start	End	Run	Wait	Resp.	Procs	S-FST	R-FST
8608	10279985	10830218	10837565	7347	550233	557580	2	0	0
8627	10296289	10832014	10838229	6215	535725	541940	6	0	0
8607	10278802	10830218	10838772	8554	551416	559970	6	0	0
8609	10279992	10830218	10841129	10911	550226	561137	2	0	0
8628	10296299	10832187	10841621	9434	535888	545322	16	0	0
8626	10296257	10831994	10842679	10685	535737	546422	16	0	0
8632	10296803	10841621	10842956	1335	544818	546153	9	0	0
8635	10296887	10842956	10844394	1438	546069	547507	8	0	0
8636	10296947	10842956	10844595	1639	546009	547648	7	0	0
8633	10296840	10842679	10845682	3003	545839	548842	5	0	0
8637	10296993	10844595	10845824	1229	547602	548831	16	0	0
8629	10296384	10832187	10846352	14165	535803	549968	16	0	0
8634	10296845	10842679	10846435	3756	545834	549590	4	0	0
8286	10020639	10631104	10847057	215953	610465	826418	2	0	0
8638	10297113	10845824	10847390	1566	548711	550277	16	0	0
8583	10272703	10798613	10849000	50387	525910	576297	1	0	0
8630	10296455	10838229	10852338	14109	541774	555883	16	0	0
8631	10296486	10841621	10855894	14273	545135	559408	16	0	0
8624	10289695	10831994	10865444	33450	542299	575749	4	0	0
8639	10297909	10845824	10866040	20216	547915	568131	2	0	0
8622	10289292	10831994	10866949	34955	542702	577657	4	0	0
8641	10299591	10866949	10871528	4579	567358	571937	1	0	0
8640	10298306	10866040	10875068	9028	567734	576762	80	0	0
8643	10303022	10875068	10875261	193	572046	572239	32	0	0
8605	10278446	10823939	10876091	52152	545493	597645	8	0	0
8606	10278451	10823939	10876113	52174	545488	597662	8	0	0
8653	10311976	10875261	10876332	1071	563285	564356	9	0	0
8655	10312747	10875261	10877236	1975	562514	564489	1	0	0
8659	10315046	10875261	10877334	2073	560215	562288	4	0	0
8646	10309134	10875068	10877567	2499	565934	568433	1	0	0
8642	10299990	10875068	10877592	2524	575078	577602	6	0	0
8654	10312685	10875261	10877705	2444	562576	565020	1	0	0
8658	10314743	10875261	10877968	2707	560518	563225	4	0	0
8665	10322340	10876113	10878000	1887	553773	555660	6	0	0
8647	10309145	10875068	10878223	3155	565923	569078	1	0	0
8651	10311806	10875068	10878403	3335	563262	566597	1	0	0
8644	10303389	10875068	10878577	3509	571679	575188	3	0	0
8662	10319653	10876091	10878751	2660	556438	559098	1	0	0
8660	10317318	10876091	10878771	2680	558773	561453	3	0	0
8661	10319629	10876091	10879258	3167	556462	559629	1	0	0
8656	10312768	10875261	10879477	4216	562493	566709	1	0	0
8657	10314668	10875261	10879540	4279	560593	564872	1	0	0
8648	10309205	10875068	10879619	4551	565863	570414	1	0	0
8666	10346186	10878000	10880029	2029	531814	533843	32	0	0
8663	10320195	10876091	10880103	4012	555896	559908	2	0	0
8669	10354808	10880029	10880223	194	525221	525415	32	0	0
8645	10306503	10875068	10880308	5240	568565	573805	2	0	0
8673	10357080	10880223	10880335	112	523143	523255	2	0	0
8676	10357089	10880223	10880378	155	523134	523289	4	0	0
8675	10357088	10880223	10880387	164	523135	523299	3	0	0
8674	10357087	10880223	10880402	179	523136	523315	5	0	0
8679	10357100	10880387	10880417	30	523287	523317	1	0	0
8677	10357089	10880308	10880481	173	523219	523392	6	0	0
8678	10357092	10880387	10880587	200	523295	523495	9	0	0
8670	10354912	10880103	10880602	499	525191	525690	8	0	0
8680	10357114	10880481	10880664	183	523367	523550	8	0	0
8681	10357119	10880587	10880780	193	523468	523661	7	0	0
8682	10357146	10880602	10880796	194	523456	523650	10	0	0
8687	10357681	10880664	10881011	347	522983	523330	1	0	0
8686	10357619	10880664	10881743	1079	523045	524124	1	0	0
8683	10357212	10880602	10882118	1516	523390	524906	2	0	0
8688	10357702	10880664	10882652	1988	522962	524950	1	0	0
8690	10357765	10880664	10882690	2026	522899	524925	1	0	0
8685	10357498	10880664	10882981	2317	523166	525483	1	0	0
8689	10357759	10880664	10883073	2409	522905	525314	1	0	0
8664	10320196	10876091	10883243	7152	555895	563047	1	0	0
8691	10357860	10880780	10883432	2652	522920	525572	2	0	0
8694	10358014	10880796	10884478	3682	522782	526464	4	0	0
8692	10357923	10880780	10885064	4284	522857	527141	2	0	0
8693	10357938	10880780	10885622	4842	522842	527684	3	0	0
8695	10359395	10885622	10885986	364	526227	526591	25	0	0
8667	10353564	10878577	10886121	7544	525013	532557	8	0	0
8668	10353598	10878751	10886205	7454	525153	532607	2	0	0
8696	10359428	10886205	10886605	400	526777	527177	36	0	0
8684	10357245	10880664	10888769	8105	523419	531524	4	0	0
8672	10356505	10880223	10888975	8752	523718	532470	6	0	0
8698	10361306	10886605	10898577	11972	525299	537271	8	0	0
8702	10362190	10898577	10898584	7	536387	536394	1	0	0
8701	10361710	10898577	10898585	8	536867	536875	1	0	0
8704	10363931	10898577	10898586	9	534646	534655	1	0	0
8703	10362975	10898577	10898591	14	535602	535616	1	0	0
8706	10364729	10898591	10898749	158	533862	534020	4	0	0
8707	10364777	10898749	10898862	113	533972	534085	2	0	0
8709	10365916	10898862	10898868	6	532946	532952	1	0	0
8710	10367121	10898862	10898868	6	531741	531747	1	0	0
8697	10361254	10886605	10900716	14111	525351	539462	16	0	0
8712	10368100	10900716	10900723	7	532616	532623	1	0	0
8714	10368763	10900716	10900727	11	531953	531964	1	0	0
8713	10368722	10900716	10900734	18	531994	532012	9	0	0
8699	10361356	10888769	10901202	12433	527413	539846	16	0	0
8723	10372534	10901202	10901489	287	528668	528955	5	0	0
8715	10370090	10900734	10901571	837	530644	531481	5	0	0
8722	10372532	10901202	10901584	382	528670	529052	4	0	0
8716	10370129	10900734	10901605	871	530605	531476	3	0	0
8726	10372545	10901605	10901784	179	529060	529239	8	0	0
8725	10372545	10901571	10901814	243	529026	529269	6	0	0
8727	10372551	10901784	10901974	190	529233	529423	7	0	0
8724	10372539	10901489	10902052	563	528950	529513	3	0	0
8728	10372560	10901974	10902122	148	529414	529562	9	0	0
8729	10372607	10902122	10902238	116	529515	529631	10	0	0
8731	10373125	10902238	10902250	12	529113	529125	1	0	0
8730	10373028	10902238	10902255	17	529210	529227	9	0	0
8732	10373354	10902250	10902268	18	528896	528914	9	0	0
8721	10372486	10901202	10902350	1148	528716	529864	2	0	0
8708	10365375	10898749	10903754	5005	533374	538379	2	0	0
8711	10367170	10900716	10904728	4012	533546	537558	7	0	0
8720	10371454	10901202	10908002	6800	529748	536548	4	0	0
8705	10364354	10898577	10912960	14383	534223	548606	2	0	0
8671	10355294	10880223	10913454	33231	524929	558160	8	0	0
8650	10310236	10875068	10914653	39585	564832	604417	5	0	0
8719	10371221	10900734	10921239	20505	529513	550018	1	0	0
8649	10310067	10875068	10921722	46654	565001	611655	32	0	0
8734	10373545	10921722	10921971	249	548177	548426	1	0	0
8735	10373930	10921971	10921986	15	548041	548056	1	0	0
8733	10373383	10921722	10925632	3910	548339	552249	80	0	0
8737	10374146	10925632	10925638	6	551486	551492	1	0	0
8741	10374513	10925632	10925653	21	551119	551140	1	0	0
8749	10375068	10925632	10925747	115	550564	550679	10	0	0
8750	10375074	10925632	10925821	189	550558	550747	7	0	0
8738	10374159	10925632	10925884	252	551473	551725	9	0	0
8744	10374919	10925632	10925893	261	550713	550974	9	0	0
8751	10375076	10925653	10925898	245	550577	550822	6	0	0
8742	10374913	10925632	10925911	279	550719	550998	9	0	0
8755	10375491	10925884	10925914	30	550393	550423	1	0	0
8747	10375062	10925632	10925916	284	550570	550854	5	0	0
8736	10374122	10925632	10925923	291	551510	551801	9	0	0
8752	10375097	10925747	10925924	177	550650	550827	8	0	0
8758	10379662	10925914	10925924	10	546252	546262	4	0	0
8759	10380405	10925916	10925931	15	545511	545526	4	0	0
8757	10378371	10925911	10925933	22	547540	547562	18	0	0
8766	10384165	10925931	10925959	28	541766	541794	4	0	0
8753	10375105	10925821	10925968	147	550716	550863	9	0	0
8745	10375033	10925632	10926008	376	550599	550975	4	0	0
8762	10383965	10925924	10926026	102	541959	542061	2	0	0
8756	10376306	10925893	10926031	138	549587	549725	9	0	0
8754	10375474	10925884	10926046	162	550410	550572	2	0	0
8748	10375064	10925632	10926197	565	550568	551133	3	0	0
8746	10375055	10925632	10926785	1153	550577	551730	2	0	0
8772	10384423	10925968	10927226	1258	541545	542803	7	0	0
8775	10384504	10926197	10927289	1092	541693	542785	8	0	0
8770	10384405	10925933	10927348	1415	541528	542943	6	0	0
8773	10384432	10926008	10927681	1673	541576	543249	5	0	0
8768	10384394	10925933	10928139	2206	541539	543745	5	0	0
8774	10384482	10926031	10928226	2195	541549	543744	7	0	0
8771	10384407	10925959	10928471	2512	541552	544064	6	0	0
8652	10311973	10875261	10928573	53312	563288	616600	9	0	0
8769	10384403	10925933	10928922	2989	541530	544519	5	0	0
8776	10384510	10927226	10929156	1930	542716	544646	8	0	0
8791	10410311	10928471	10929194	723	518160	518883	1	0	0
8799	10440075	10929156	10929421	265	489081	489346	4	0	0
8798	10439981	10929156	10929589	433	489175	489608	1	0	0
8777	10392295	10927348	10929624	2276	535053	537329	15	0	0
8797	10439434	10929156	10929722	566	489722	490288	4	0	0
8783	10405445	10928139	10929898	1759	522694	524453	1	0	0
8801	10440982	10929624	10930110	486	488642	489128	8	0	0
8782	10405406	10928139	10930127	1988	522733	524721	1	0	0
8780	10405383	10927681	10930138	2457	522298	524755	1	0	0
8778	10400700	10927681	10930390	2709	526981	529690	4	0	0
8784	10407747	10928226	10930944	2718	520479	523197	4	0	0
8788	10407906	10928471	10930969	2498	520565	523063	1	0	0
8790	10409848	10928471	10931080	2609	518623	521232	1	0	0
8792	10411269	10928471	10931193	2722	517202	519924	1	0	0
8781	10405387	10928139	10931509	3370	522752	526122	1	0	0
8789	10409666	10928471	10931581	3110	518805	521915	1	0	0
8761	10382975	10925923	10931711	5788	542948	548736	1	0	0
8785	10407754	10928226	10931790	3564	520472	524036	3	0	0
8700	10361477	10898577	10931950	33373	537100	570473	8	0	0
8787	10407866	10928471	10932751	4280	520605	524885	1	0	0
8740	10374511	10925632	10932782	7150	551121	558271	1	0	0
8739	10374463	10925632	10932833	7201	551169	558370	1	0	0
8793	10436382	10928573	10932948	4375	492191	496566	2	0	0
8786	10407817	10928226	10933468	5242	520409	525651	2	0	0
8743	10374915	10925632	10934473	8841	550717	559558	6	0	0
8767	10384198	10925931	10935185	9254	541733	550987	2	0	0
8779	10403178	10927681	10936920	9239	524503	533742	2	0	0
8717	10370195	10900734	10937329	36595	530539	567134	1	0	0
8803	10442282	10936920	10939136	2216	494638	496854	5	0	0
8794	10438779	10928573	10939306	10733	489794	500527	7	0	0
8807	10442573	10939306	10939356	50	496733	496783	1	0	0
8808	10442594	10939306	10939357	51	496712	496763	1	0	0
8806	10442533	10939306	10939515	209	496773	496982	1	0	0
8804	10442306	10939136	10940810	1674	496830	498504	5	0	0
8805	10442339	10939306	10942282	2976	496967	499943	5	0	0
8809	10442821	10940810	10942878	2068	497989	500057	4	0	0
8796	10439167	10928922	10943313	14391	489755	504146	2	0	0
8795	10438809	10928922	10943317	14395	490113	504508	2	0	0
8810	10442836	10940810	10943518	2708	497974	500682	3	0	0
8813	10444652	10943313	10943977	664	498661	499325	4	0	0
8760	10382854	10925923	10947057	21134	543069	564203	9	0	0
8814	10445207	10943317	10947321	4004	498110	502114	2	0	0
8812	10443477	10942878	10947885	5007	499401	504408	7	0	0
8811	10442951	10940810	10947925	7115	497859	504974	1	0	0
8718	10370335	10900734	10951112	50378	530399	580777	1	0	0
8815	10446402	10943977	10955429	11452	497575	509027	6	0	0
8800	10440929	10929194	10959967	30773	488265	519038	1	0	0
8765	10384091	10925924	10973851	47927	541833	589760	2	0	0
8763	10384005	10925924	10973854	47930	541919	589849	2	0	0
8764	10384083	10925924	10975051	49127	541841	590968	4	0	0
8819	10448871	10975051	10977084	2033	526180	528213	2	0	0
8820	10449211	10977084	10977095	11	527873	527884	2	0	0
8821	10449515	10977095	10977102	7	527580	527587	2	0	0
8818	10448870	10975051	10977397	2346	526181	528527	1	0	0
8817	10448847	10975051	10977735	2684	526204	528888	1	0	0
8802	10441207	10934473	10980979	46506	493266	539772	64	0	0
8824	10450254	10980979	10980990	11	530725	530736	2	0	0
8851	10461773	10980979	10980992	13	519206	519219	2	0	0
8834	10458726	10980979	10980993	14	522253	522267	1	0	0
8832	10458695	10980979	10980997	18	522284	522302	1	0	0
8826	10453060	10980979	10981000	21	527919	527940	2	0	0
8853	10462735	10980990	10981006	16	518255	518271	1	0	0
8833	10458704	10980979	10981038	59	522275	522334	1	0	0
8823	10449957	10977397	10981253	3856	527440	531296	2	0	0
8827	10453318	10980979	10981254	275	527661	527936	2	0	0
8847	10459326	10980979	10981311	332	521653	521985	1	0	0
8829	10455882	10980979	10981463	484	525097	525581	8	0	0
8828	10454260	10980979	10981509	530	526719	527249	2	0	0
8856	10463400	10981463	10981766	303	518063	518366	2	0	0
8825	10450790	10980979	10981880	901	530189	531090	2	0	0
8849	10460568	10980979	10982179	1200	520411	521611	1	0	0
8835	10458947	10980979	10982588	1609	522032	523641	1	0	0
8830	10457205	10980979	10983295	2316	523774	526090	2	0	0
8852	10461893	10980990	10983380	2390	519097	521487	1	0	0
8857	10464189	10981509	10983885	2376	517320	519696	8	0	0
8844	10459203	10980979	10984155	3176	521776	524952	1	0	0
8846	10459308	10980979	10984237	3258	521671	524929	2	0	0
8837	10458971	10980979	10984539	3560	522008	525568	1	0	0
8843	10459198	10980979	10984695	3716	521781	525497	1	0	0
8839	10459038	10980979	10985391	4412	521941	526353	1	0	0
8858	10464273	10983885	10985785	1900	519612	521512	16	0	0
8822	10449929	10977102	10985927	8825	527173	535998	1	0	0
8816	10448775	10973854	10985935	12081	525079	537160	32	0	0
8836	10458961	10980979	10986495	5516	522018	527534	1	0	0
8848	10460488	10980979	10986858	5879	520491	526370	6	0	0
8840	10459124	10980979	10987997	7018	521855	528873	1	0	0
8850	10461265	10980979	10988155	7176	519714	526890	15	0	0
8838	10458987	10980979	10988237	7258	521992	529250	1	0	0
8863	10466096	10987997	10988485	488	521901	522389	1	0	0
8855	10462891	10981254	10988585	7331	518363	525694	6	0	0
8859	10464348	10985785	10988638	2853	521437	524290	16	0	0
8864	10466174	10988155	10989119	964	521981	522945	1	0	0
8845	10459263	10980979	10989630	8651	521716	530367	2	0	0
8854	10462867	10981000	10989781	8781	518133	526914	6	0	0
8869	10470069	10988638	10990126	1488	518569	520057	16	0	0
8842	10459160	10980979	10990246	9267	521819	531086	1	0	0
8831	10458649	10980979	10990584	9605	522330	531935	3	0	0
8841	10459138	10980979	10992846	11867	521841	533708	1	0	0
8867	10469416	10988155	10994441	6286	518739	525025	2	0	0
8868	10469434	10988237	10994835	6598	518803	525401	2	0	0
8871	10470715	10990126	10998306	8180	519411	527591	16	0	0
8861	10464664	10985935	11000191	14256	521271	535527	16	0	0
8860	10464521	10985935	11000231	14296	521414	535710	16	0	0
8862	10464747	10986858	11001140	14282	522111	536393	16	0	0
8872	10470784	10990584	11001637	11053	519800	530853	16	0	0
8874	10471596	11001140	11001930	790	529544	530334	32	0	0
8884	10479571	11001930	11002777	847	522359	523206	2	0	0
8881	10477748	11001637	11005226	3589	523889	527478	1	0	0
8879	10477440	11001637	11009590	7953	524197	532150	3	0	0
8873	10471424	11000191	11010768	10577	528767	539344	32	0	0
8888	10488893	11010768	11010777	9	521875	521884	16	0	0
8889	10488925	11010777	11010784	7	521852	521859	16	0	0
8887	10488828	11010768	11010803	35	521940	521975	16	0	0
8892	10492513	11010784	11010845	61	518271	518332	1	0	0
8893	10492555	11010784	11010934	150	518229	518379	1	0	0
8894	10492906	11010784	11011059	275	517878	518153	1	0	0
8877	10477403	11001140	11011454	10314	523737	534051	3	0	0
8878	10477419	11001637	11012838	11201	524218	535419	5	0	0
8896	10498151	11010784	11014482	3698	512633	516331	1	0	0
8899	10502771	11014482	11014489	7	511711	511718	16	0	0
8895	10498131	11010784	11014573	3789	512653	516442	1	0	0
8880	10477460	11001637	11015473	13836	524177	538013	4	0	0
8886	10488820	11001930	11016213	14283	513110	527393	16	0	0
8901	10527842	11016213	11016239	26	488371	488397	16	0	0
8898	10498254	11010803	11017272	6469	512549	519018	9	0	0
8907	10528877	11017272	11017285	13	488395	488408	1	0	0
8904	10528791	11016239	11017468	1229	487448	488677	4	0	0
8897	10498247	11010803	11017960	7157	512556	519713	8	0	0
8908	10528905	11017285	11017986	701	488380	489081	4	0	0
8891	10492353	11010784	11018926	8142	518431	526573	7	0	0
8906	10528845	11017272	11019362	2090	488427	490517	4	0	0
8890	10492315	11010777	11020149	9372	518462	527834	6	0	0
8905	10528794	11017272	11020973	3701	488478	492179	4	0	0
8902	10528133	11016239	11021097	4858	488106	492964	6	0	0
8912	10529162	11018926	11021210	2284	489764	492048	9	0	0
8913	10529168	11020973	11022737	1764	491805	493569	12	0	0
8915	10529176	11022737	11022754	17	493561	493578	16	0	0
8916	10529230	11022754	11022769	15	493524	493539	20	0	0
8911	10529100	11017986	11022830	4844	488886	493730	4	0	0
8917	10529253	11022830	11022845	15	493577	493592	28	0	0
8918	10529259	11022845	11022860	15	493586	493601	24	0	0
8914	10529169	11021097	11024402	3305	491928	495233	6	0	0
8919	10529269	11024402	11024415	13	495133	495146	32	0	0
8900	10527720	11014489	11028815	14326	486769	501095	16	0	0
8865	10469094	10988155	11031676	43521	519061	562582	9	0	0
8866	10469314	10988155	11036105	47950	518841	566791	2	0	0
8870	10470364	10988638	11036636	47998	518274	566272	2	0	0
8876	10472526	11001140	11037118	35978	528614	564592	2	0	0
8885	10483938	11001930	11037890	35960	517992	553952	2	0	0
8882	10478183	11001930	11041499	39569	523747	563316	10	0	0
8875	10471824	11001140	11045729	44589	529316	573905	2	0	0
8910	10528982	11017960	11050933	32973	488978	521951	1	0	0
8883	10479506	11001930	11051500	49570	522424	571994	4	0	0
8903	10528594	11016239	11052211	35972	487645	523617	8	0	0
8920	10529274	11050933	11052761	1828	521659	523487	80	0	0
8921	10529312	11052761	11052780	19	523449	523468	48	0	0
8922	10529314	11052761	11052785	24	523447	523471	40	0	0
8931	10533156	11052785	11052905	120	519629	519749	1	0	0
8930	10533096	11052785	11052929	144	519689	519833	1	0	0
8925	10531796	11052780	11052942	162	520984	521146	2	0	0
8928	10532556	11052780	11053024	244	520224	520468	1	0	0
8934	10534257	11053024	11053037	13	518767	518780	1	0	0
8927	10532456	11052780	11053190	410	520324	520734	1	0	0
8909	10528940	11017960	11053922	35962	489020	524982	8	0	0
8929	10532651	11052785	11054672	1887	520134	522021	16	0	0
8923	10529699	11052780	11058414	5634	523081	528715	6	0	0
8935	10534722	11053922	11061957	8035	519200	527235	3	0	0
8932	10533464	11052785	11064737	11952	519321	531273	16	0	0
8943	10538392	11064737	11064745	8	526345	526353	2	0	0
8939	10535511	11064737	11064749	12	529226	529238	4	0	0
8940	10537739	11064737	11064749	12	526998	527010	2	0	0
8938	10535345	11064737	11064750	13	529392	529405	2	0	0
8937	10535140	11064737	11064751	14	529597	529611	1	0	0
8942	10537756	11064737	11064751	14	526981	526995	1	0	0
8941	10537744	11064737	11064752	15	526993	527008	4	0	0
8944	10539410	11064745	11064752	7	525335	525342	1	0	0
8947	10544651	11064752	11064768	16	520101	520117	4	0	0
8948	10544893	11064768	11064785	17	519875	519892	4	0	0
8949	10544904	11064785	11064797	12	519881	519893	1	0	0
8950	10544947	11064785	11064797	12	519838	519850	2	0	0
8933	10533550	11052942	11064859	11917	519392	531309	16	0	0
8926	10532366	11052780	11065105	12325	520414	532739	32	0	0
8952	10545069	11065105	11065118	13	520036	520049	3	0	0
8953	10545071	11065105	11065118	13	520034	520047	4	0	0
8954	10545071	11065105	11065118	13	520034	520047	4	0	0
8951	10544999	11065105	11065122	17	520106	520123	32	0	0
8955	10545565	11065105	11065146	41	519540	519581	4	0	0
8956	10546805	11065122	11065229	107	518317	518424	20	0	0
8957	10546855	11065122	11066255	1133	518267	519400	20	0	0
8960	10546892	11066255	11066271	16	519363	519379	2	0	0
8958	10546859	11065229	11066590	1361	518370	519731	16	0	0
8959	10546889	11066255	11067238	983	519366	520349	24	0	0
8961	10546917	11067238	11067915	677	520321	520998	40	0	0
8962	10546918	11067915	11068688	773	520997	521770	32	0	0
8945	10540106	11064749	11073544	8795	524643	533438	6	0	0
8946	10540115	11064752	11073557	8805	524637	533442	6	0	0
8963	10546930	11073544	11074064	520	526614	527134	56	0	0
8964	10546934	11074064	11074923	859	527130	527989	28	0	0
8965	10546935	11074923	11075517	594	527988	528582	48	0	0
8966	10546953	11075517	11076006	489	528564	529053	64	0	0
8969	10547247	11076006	11077362	1356	528759	530115	1	0	0
8967	10547109	11076006	11077770	1764	528897	530661	1	0	0
8968	10547167	11076006	11079741	3735	528839	532574	1	0	0
8972	10555115	11076006	11087872	11866	520891	532757	16	0	0
8973	10555151	11087872	11087880	8	532721	532729	16	0	0
8971	10554963	11076006	11087884	11878	521043	532921	16	0	0
8974	10555233	11087880	11087895	15	532647	532662	9	0	0
8976	10555567	11087880	11087899	19	532313	532332	9	0	0
8975	10555425	11087880	11088735	855	532455	533310	1	0	0
8970	10552452	11076006	11090056	14050	523554	537604	24	0	0
8924	10531610	11052780	11093474	40694	521170	561864	4	0	0
8981	10562238	11090056	11093611	3555	527818	531373	16	0	0
8980	10561734	11087895	11102219	14324	526161	540485	16	0	0
8985	10565676	11102219	11102230	11	536543	536554	1	0	0
8978	10558831	11087884	11113089	25205	529053	554258	4	0	0
8984	10563382	11102219	11114521	12302	538837	551139	32	0	0
8987	10578244	11114521	11114615	94	536277	536371	4	0	0
8986	10578042	11114521	11114626	105	536479	536584	8	0	0
8988	10578385	11114521	11114655	134	536136	536270	15	0	0
8979	10558831	11087884	11121052	33168	529053	562221	4	0	0
8977	10558770	11087880	11135832	47952	529110	577062	2	0	0
8983	10562870	11093474	11140657	47183	530604	577787	16	0	0
8982	10562840	11090056	11142229	52173	527216	579389	8	0	0
8989	10614534	11142229	11195979	53750	527695	581445	64	0	0
8990	10615883	11195979	11200034	4055	580096	584151	48	0	0
8995	10621189	11200034	11200042	8	578845	578853	8	0	0
8994	10620072	11200034	11200043	9	579962	579971	8	0	0
8992	10619335	11200034	11200044	10	580699	580709	2	0	0
8996	10621869	11200043	11200102	59	578174	578233	32	0	0
8991	10618678	11200034	11200140	106	581356	581462	32	0	0
8998	10623066	11200140	11200152	12	577074	577086	8	0	0
9002	10623640	11200140	11200256	116	576500	576616	1	0	0
8997	10622173	11200140	11200286	146	577967	578113	48	0	0
9013	10629654	11200286	11200592	306	570632	570938	1	0	0
9016	10629788	11200286	11203529	3243	570498	573741	1	0	0
9019	10630753	11200286	11203874	3588	569533	573121	2	0	0
9017	10629852	11200286	11204639	4353	570434	574787	1	0	0
9014	10629765	11200286	11204843	4557	570521	575078	1	0	0
9015	10629766	11200286	11206196	5910	570520	576430	1	0	0
9011	10628131	11200286	11209062	8776	572155	580931	6	0	0
9012	10628196	11200286	11209228	8942	572090	581032	6	0	0
9008	10627829	11200152	11209604	9452	572323	581775	6	0	0
9010	10627896	11200286	11209663	9377	572390	581767	6	0	0
9021	10631267	11209663	11209801	138	578396	578534	1	0	0
9000	10623599	11200140	11209940	9800	576541	586341	1	0	0
9022	10634271	11209940	11209941	1	575669	575670	2	0	0
9023	10634552	11209941	11209942	1	575389	575390	2	0	0
8999	10623457	11200140	11209950	9810	576683	586493	1	0	0
8993	10619514	11200034	11210282	10248	580520	590768	2	0	0
9018	10630270	11200286	11211054	10768	570016	580784	2	0	0
9006	10623763	11200140	11211708	11568	576377	587945	1	0	0
9001	10623635	11200140	11212131	11991	576505	588496	1	0	0
9003	10623657	11200140	11212403	12263	576483	588746	1	0	0
9005	10623718	11200140	11212718	12578	576422	589000	1	0	0
9009	10627865	11200286	11213472	13186	572421	585607	10	0	0
9004	10623699	11200140	11213746	13606	576441	590047	1	0	0
9007	10623777	11200140	11214536	14396	576363	590759	1	0	0
9020	10631031	11209663	11214877	5214	578632	583846	45	0	0
9026	10636932	11214877	11214878	1	577945	577946	15	0	0
8936	10535017	11061957	11221321	159364	526940	686304	32	0	0
9024	10636002	11213472	11225394	11922	577470	589392	16	0	0
9027	10637179	11225394	11227228	1834	588215	590049	80	0	0
9028	10637373	11227228	11227229	1	589855	589856	15	0	0
9030	10637570	11227228	11228351	1123	589658	590781	15	0	0
9025	10636081	11214877	11240848	25971	578796	604767	16	0	0
9031	10637712	11240848	11240878	30	603136	603166	64	0	0
9032	10637850	11240878	11240879	1	603028	603029	15	0	0
9048	10644062	11240879	11240880	1	596817	596818	15	0	0
9044	10641069	11240878	11240896	18	599809	599827	4	0	0
9045	10641164	11240878	11240903	25	599714	599739	4	0	0
9043	10640530	11240878	11240905	27	600348	600375	4	0	0
9056	10674973	11240905	11240937	32	565932	565964	6	0	0
9058	10675541	11240937	11240955	18	565396	565414	2	0	0
9057	10675195	11240937	11240970	33	565742	565775	6	0	0
9059	10675981	11240955	11240971	16	564974	564990	2	0	0
9060	10676884	11240970	11240986	16	564086	564102	2	0	0
9061	10677786	11240970	11240987	17	563184	563201	2	0	0
9040	10638718	11240878	11241232	354	602160	602514	1	0	0
9033	10637948	11240878	11241268	390	602930	603320	4	0	0
9055	10673578	11240896	11241333	437	567318	567755	6	0	0
9042	10640481	11240878	11241709	831	600397	601228	1	0	0
9041	10639701	11240878	11242641	1763	601177	602940	1	0	0
9054	10668946	11240880	11242842	1962	571934	573896	6	0	0
9039	10638301	11240878	11244001	3123	602577	605700	2	0	0
9036	10638290	11240878	11244126	3248	602588	605836	1	0	0
9038	10638296	11240878	11244942	4064	602582	606646	2	0	0
9034	10638271	11240878	11245165	4287	602607	606894	1	0	0
9065	10703847	11241709	11245495	3786	537862	541648	4	0	0
9035	10638287	11240878	11245796	4918	602591	607509	3	0	0
9066	10703849	11242842	11246015	3173	538993	542166	5	0	0
9037	10638290	11240878	11246795	5917	602588	608505	1	0	0
9067	10703854	11244942	11247622	2680	541088	543768	6	0	0
9068	10703874	11245796	11247748	1952	541922	543874	9	0	0
9029	10637378	11227228	11248765	21537	589850	611387	24	0	0
9069	10703881	11247622	11249750	2128	543741	545869	8	0	0
9070	10703888	11247748	11250104	2356	543860	546216	7	0	0
9073	10707682	11249750	11252993	3243	542068	545311	1	0	0
9075	10707758	11249750	11254028	4278	541992	546270	1	0	0
9077	10707878	11249750	11254596	4846	541872	546718	1	0	0
9080	10710527	11250104	11255446	5342	539577	544919	4	0	0
9074	10707739	11249750	11255651	5901	542011	547912	1	0	0
9076	10707861	11249750	11258393	8643	541889	550532	1	0	0
9081	10710622	11254028	11259977	5949	543406	549355	2	0	0
9084	10710827	11255446	11260004	4558	544619	549177	2	0	0
9083	10710822	11255446	11261831	6385	544624	551009	1	0	0
9071	10704954	11248765	11263100	14335	543811	558146	16	0	0
9072	10705029	11249750	11266615	16865	544721	561586	16	0	0
9088	10719289	11263100	11266621	3521	543811	547332	6	0	0
9092	10728014	11266615	11266634	19	538601	538620	2	0	0
9087	10719283	11263100	11266654	3554	543817	547371	5	0	0
9085	10710830	11259977	11267046	7069	549147	556216	3	0	0
9089	10719297	11266615	11269315	2700	547318	550018	7	0	0
9091	10727438	11266615	11269616	3001	539177	542178	1	0	0
9090	10727399	11266615	11270089	3474	539216	542690	1	0	0
9063	10699625	11240987	11274134	33147	541362	574509	8	0	0
9064	10699760	11241333	11274671	33338	541573	574911	8	0	0
9097	10737341	11269315	11274701	5386	531974	537360	4	0	0
9100	10737363	11274671	11277872	3201	537308	540509	7	0	0
9099	10737358	11274671	11278369	3698	537313	541011	6	0	0
